accession	Domain	Phylum	Class	Order	Family	Genus	Species
GB_GCA_000200715.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Cenarchaeum	s__Cenarchaeum symbiosum
GB_GCA_000247545.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum oguniense
GB_GCA_000306725.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus psychrophilus
GB_GCA_002009975.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_C	s__Thermococcus_C sp002009975
GB_GCA_002501765.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__UBA204	s__UBA204 sp002501765
GB_GCA_002855745.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermofilales	f__Thermofilaceae	g__Thermofilum_A	s__Thermofilum_A sp002855745
GB_GCA_003020965.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp003020965
GB_GCA_003158115.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_B	s__Methanobacterium_B sp003158115
GB_GCA_003315655.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_C	s__Methanobrevibacter_C sp003315655
GB_GCA_003551675.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__PWKY01	f__PWKY01	g__PWHR01	s__PWHR01 sp003551675
GB_GCA_003600755.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__UBA588	s__UBA588 sp002509085
GB_GCA_004028775.1	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Methanomethylicales	f__Methanomethylicaceae	g__Methanosuratus	s__Methanosuratus subterraneum_A
GB_GCA_011056395.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__AG1	g__AG1	s__AG1 sp011056395
GB_GCA_011363045.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__NZ13-MGT	g__NZ13-MG1	s__NZ13-MG1 sp011363045
GB_GCA_011364605.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__Caldarchaeaceae	g__Caldarchaeum	s__Caldarchaeum subterraneum_B
GB_GCA_013538715.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosocaldaceae	g__JACAFH01	s__JACAFH01 sp013538715
GB_GCA_013911135.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp013911135
GB_GCA_902386205.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp902386205
GB_GCA_902788255.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp902788255
RS_GCF_000011005.1	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
RS_GCF_000012285.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Sulfolobus	s__Sulfolobus acidocaldarius
RS_GCF_000022365.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus gammatolerans
RS_GCF_000022545.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_A	s__Thermococcus_A sibiricus
RS_GCF_000186365.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Desulfurococcaceae	g__Desulfurococcus	s__Desulfurococcus mucosus
RS_GCF_000328665.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanomethylovorans	s__Methanomethylovorans hollandica
RS_GCF_000336615.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula amylolytica
RS_GCF_000336815.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax prahovense
RS_GCF_000336915.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus saccharolyticus
RS_GCF_000337675.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus amylolyticus
RS_GCF_000337815.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mucosum
RS_GCF_001647085.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus piezophilus
RS_GCF_001953745.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema saccharevitans
RS_GCF_002072215.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_C	s__Methanobrevibacter_C arboriphilus
RS_GCF_002214605.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus chitonophagus
RS_GCF_002287175.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_D	s__Methanobacterium_D bryantii
RS_GCF_002287215.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanocorpusculaceae	g__Methanocorpusculum	s__Methanocorpusculum parvum
RS_GCF_003351865.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanofervidicoccus	s__Methanofervidicoccus sp003351865
RS_GCF_003862495.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina oriensis_A
RS_GCF_004765805.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus sp004765805
RS_GCF_006861655.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halonotius	s__Halonotius roseus
RS_GCF_008389435.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrosocosmicus	s__Nitrosocosmicus sp008389435
RS_GCF_009831625.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp009831625
RS_GCF_009911715.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__UBA71 sp006954425
RS_GCF_011440375.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halorubellus	s__Halorubellus sp011440375
RS_GCF_012027645.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027645
RS_GCF_900079115.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus solfataricus
RS_GCF_900100385.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halovenus	s__Halovenus aranensis
RS_GCF_900103505.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloarchaeobius	s__Haloarchaeobius iranensis
RS_GCF_900107205.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halopenitus	s__Halopenitus persicus
RS_GCF_900110215.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis persicus
RS_GCF_900114835.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus profundi
RS_GCF_900116205.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola kamekurae
RS_GCF_900129775.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum gomorrense
RS_GCF_900167955.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotalea	s__Nitrosotalea bavarica
RS_GCF_900766745.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp900766745
RS_GCF_902812485.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__CADDZS01	g__CADDZS01	s__CADDZS01 sp902812485
GB_GCA_000565255.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Aramenus	s__Aramenus sulfurataquae
GB_GCA_002067325.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_A	s__Methanobacterium_A sp002067325
GB_GCA_002498375.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanocorpusculaceae	g__Methanocorpusculum	s__Methanocorpusculum sp002498375
GB_GCA_002508705.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus sp002508705
GB_GCA_003056285.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__NZ13-MGT	g__NZ13-MG1	s__NZ13-MG1 sp003056285
GB_GCA_004332335.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanosphaerulaceae	g__UBA288	s__UBA288 sp004332335
GB_GCA_007050895.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__SG8-32-3	s__SG8-32-3 sp007050895
GB_GCA_011053435.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__DSLH01	s__DSLH01 sp011053435
GB_GCA_011367065.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Acidilobaceae	g__DSZV01	s__DSZV01 sp011367065
GB_GCA_011370395.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae_A	g__Methanothermobacter_A	s__Methanothermobacter_A sp011370395
GB_GCA_013415565.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__UBA9949	s__UBA9949 sp013415565
GB_GCA_013415865.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__UBA472	g__MVRC01	s__MVRC01 sp013415865
GB_GCA_902764455.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp902764455
GB_GCA_902774605.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp902774605
GB_GCA_903901015.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__PALSA-986	s__PALSA-986 sp903901015
RS_GCF_000023945.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorhabdus	s__Halorhabdus utahensis
RS_GCF_000092305.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus_A	s__Methanocaldococcus_A infernus
RS_GCF_000243315.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Metallosphaera	s__Metallosphaera yellowstonensis
RS_GCF_000246985.2	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_A	s__Thermococcus_A litoralis
RS_GCF_000306765.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
RS_GCF_000337175.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema gari
RS_GCF_000337335.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum distributum
RS_GCF_000337595.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrialba	s__Natrialba taiwanensis
RS_GCF_000371805.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus_A	s__Methanocaldococcus_A villosus
RS_GCF_000632495.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Acidianus	s__Acidianus copahuensis
RS_GCF_000739575.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus rufus
RS_GCF_000969885.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
RS_GCF_001485535.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp001485535
RS_GCF_001541925.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp001541925
RS_GCF_001548675.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp001548675
RS_GCF_001593955.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halalkalicoccaceae	g__Halalkalicoccus	s__Halalkalicoccus paucihalophilus
RS_GCF_002156965.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus catalinensis
RS_GCF_002177135.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
RS_GCF_002214565.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus radiotolerans
RS_GCF_002761295.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanohalophilus	s__Methanohalophilus portucalensis
RS_GCF_003149675.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera cuniculi
RS_GCF_003675855.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__QS-9-68-17	g__Halostella	s__Halostella salina
RS_GCF_003721435.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003721435
RS_GCF_004310395.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanofervidicoccus	s__Methanofervidicoccus abyssi
RS_GCF_004765785.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus ruber
RS_GCF_006543045.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__XQ-INN-246	s__XQ-INN-246 sp006543045
RS_GCF_009789175.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Salinibaculum	s__Salinibaculum litoreum
RS_GCF_009791395.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina oriensis
RS_GCF_009831455.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Salinirussus	s__Salinirussus salinus
RS_GCF_010119205.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula limicola
RS_GCF_013342135.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena sp013342135
RS_GCF_013342525.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__N1521	s__N1521 sp003551725
RS_GCF_013839515.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp013839515
RS_GCF_900100335.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum texcoconense
RS_GCF_900115675.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina pelagica
RS_GCF_900177045.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotalea	s__Nitrosotalea okcheonensis
GB_GCA_001421185.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GB_GCA_001516585.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermocladiaceae	g__Thermocladium	s__Thermocladium sp001516585
GB_GCA_002495685.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__UBA412	s__UBA412 sp002495685
GB_GCA_002502855.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_A	s__Methanobacterium_A sp002502855
GB_GCA_002502965.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__RumEn-M2	s__RumEn-M2 sp002502965
GB_GCA_003019535.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Marsarchaeales	f__Marsarchaeaceae	g__ECH-B-1	s__ECH-B-1 sp003019535
GB_GCA_003019595.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Marsarchaeales	f__Marsarchaeaceae	g__BE-D	s__BE-D sp003019595
GB_GCA_003164815.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__BOG-1369	s__BOG-1369 sp003164815
GB_GCA_003352285.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__PXYB01	s__PXYB01 sp003352285
GB_GCA_003559215.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus sp003559215
GB_GCA_003702495.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp003702495
GB_GCA_009783705.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__PALSA-986	s__PALSA-986 sp009783705
GB_GCA_009889515.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__HR02	g__HRBIN02	s__HRBIN02 sp009889515
GB_GCA_011364235.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__NZ13-MGT	g__NZ13-MG1	s__NZ13-MG1 sp011364235
GB_GCA_011372985.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermofilales	f__Thermofilaceae	g__Thermofilum_C	s__Thermofilum_C pendens_A
GB_GCA_011375535.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__NBVN01	g__DRZP01	s__DRZP01 sp011375535
GB_GCA_013306035.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp002494565
GB_GCA_902784195.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter sp902784195
RS_GCF_000006175.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus voltae
RS_GCF_000015825.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus marisnigri
RS_GCF_000018485.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis_C
RS_GCF_000265525.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus cleftensis
RS_GCF_000300255.2	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus alvus
RS_GCF_000334895.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus agarilyticus
RS_GCF_000337215.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnohabitans	s__Natronolimnohabitans innermongolicus
RS_GCF_000691865.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus sp000691865
RS_GCF_001488575.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
RS_GCF_002025255.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
RS_GCF_002355655.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum trapanicum
RS_GCF_002945325.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis
RS_GCF_003287355.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003287355
RS_GCF_003431325.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus sp003431325
RS_GCF_003814835.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A gottschalkii
RS_GCF_004765795.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus sp004765795
RS_GCF_004799665.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halapricum	s__Halapricum salinum
RS_GCF_005954745.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__QS-9-68-17	g__Halostella	s__Halostella pelagica
RS_GCF_008326425.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Sulfuracidifex	s__Sulfuracidifex tepidarius
RS_GCF_009601705.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus sp009601705
RS_GCF_013407145.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus cobalaminigenes
RS_GCF_900095815.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter wolfei
RS_GCF_900102375.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum xinjiangense
RS_GCF_900103715.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogranum	s__Halogranum gelatinilyticum
RS_GCF_900110465.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogranum	s__Halogranum amylolyticum
RS_GCF_900114455.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogranum	s__Halogranum rubrum
RS_GCF_900143675.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotalea	s__Nitrosotalea sinensis
GB_GCA_002010045.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__JdFR-22	s__JdFR-22 sp002010045
GB_GCA_002067315.1	d__Archaea	p__Halobacteriota	c__Methanocellia	o__Methanocellales	f__Methanocellaceae	g__Methanocella_A	s__Methanocella_A sp002067315
GB_GCA_002503885.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus marisnigri_B
GB_GCA_002504405.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__UBA71 sp002504405
GB_GCA_002506085.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanocorpusculaceae	g__Methanocorpusculum	s__Methanocorpusculum sp002506085
GB_GCA_002839705.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__UBA349	s__UBA349 sp002839705
GB_GCA_003023565.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__QS-9-68-17	g__Halostella	s__Halostella sp003023565
GB_GCA_011335015.1	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__DTNL01	f__DTGH01	g__DTGH01	s__DTGH01 sp011335015
